WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,cNEU
228,25.26,16.73,98.27,97.58,9.5,16.67,88.6,54.39,17.98,10.53,7.46,0.44,1.32,0,1.32,7.02,5.26,10.96,9.65,10.53,4.39,3.51,20.18,5.26,1.32,1.32,0.88,0,9.65,7.46,2.19,0,1.32,0,5.7,0,1.32,0,0.44,13.6,0.88,2.19,2.63,3.95,0.88,5.26,3.51,1.75,0.44,1.32,1.75,0.88,0.44,0.44,0,7.46,1.75,2.63,1.75,1.75,0,2.19,18.42,2.63,22.81,2.63,9.21,11.4,3.95,1.32,1.32,0.88,0,0.44,3.95,0.88,1.75,1.32,0,0,42.11,12.28,5.26,0.44,0.44,2.63,11.84,0.44,0.88,7.02,0,0.88,325,49975.1,95.51,0.03,51220,0.49,0.18,y
71,67.65,71.35,92.35,99,14.2,21.13,97.18,43.66,12.68,5.63,1.41,0,4.23,0,0,7.04,2.82,14.08,1.41,7.04,8.45,1.41,14.08,5.63,1.41,1.41,2.82,5.63,12.68,12.68,0,0,0,0,7.04,0,0,0,0,19.72,2.82,2.82,2.82,2.82,5.63,2.82,1.41,1.41,0,0,2.82,0,0,0,2.82,9.86,1.41,4.23,1.41,2.82,0,8.45,7.04,4.23,25.35,1.41,5.63,18.31,5.63,1.41,0,1.41,0,0,4.23,0,4.23,0,0,0,29.58,12.68,1.41,0,0,1.41,7.04,0,0,0,2.82,4.23,297,41728.8,95.58,0.03,42826,0.49,0.17,y
1405,39.18,13.65,91.91,74.77,7.59,12.03,91.1,51.74,15.87,10.6,9.32,0.07,1.07,0,0.14,5.27,4.91,11.74,9.61,6.26,6.05,3.2,19,6.83,2.35,1.71,0.93,2.14,9.82,6.12,3.49,0.14,1.78,0.57,5.48,0.36,0.36,0,0.36,11.67,1.78,1.35,1.99,2.35,1.57,4.06,4.2,1.35,1.35,1.35,6.98,1.78,2.28,0.71,1.71,7.05,1.64,1.92,2.42,1.71,0.14,1.92,15.44,2.56,16.23,2.35,7.47,6.76,1.99,1.78,0.64,0.28,0.43,0.14,3.63,1,0.78,1.28,0.64,0.14,35.16,19.22,5.62,0.14,0.36,1.07,1.21,0.5,1.42,4.56,0.14,0.93,231,22856.8,86.79,0.06,24946,0.47,0.36,n
47,25.34,41.59,65.58,93.02,6.71,14.89,89.36,46.81,10.64,8.51,6.38,0,2.13,0,0,2.13,4.26,6.38,8.51,10.64,8.51,2.13,17.02,0,0,2.13,4.26,0,8.51,6.38,2.13,0,0,2.13,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38,2.13,4.26,0,2.13,8.51,2.13,2.13,4.26,2.13,0,2.13,14.89,0,17.02,2.13,4.26,10.64,2.13,4.26,0,2.13,4.26,0,4.26,0,0,0,4.26,0,14.89,14.89,0,0,0,0,0,0,0,0,0,0,65,1696.85,84.17,0.1,1876,0.47,0.28,y
10,24.86,15.86,99,1,5,10,70,30,30,20,20,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,0,20,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,10,0,0,0,0,451,98153.1,97.16,0.02,99733,0.49,0.12,n
1,92.84,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,185.71,31.21,0.4,377,0.32,0.63,n
11,31.44,99,99,25.77,5.5,9.09,90.91,54.55,18.18,9.09,0,0,9.09,0,0,9.09,0,18.18,0,9.09,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,36.36,0,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,27.27,18.18,9.09,0,0,0,0,0,0,0,0,0,83,2935.76,88.4,0.08,3120,0.47,0.26,y
13,64.27,50,1,25.77,6.5,23.08,84.62,46.15,7.69,0,0,0,0,0,0,7.69,7.69,7.69,23.08,0,0,0,30.77,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,15.38,7.69,7.69,0,0,7.69,7.69,0,0,0,0,0,7.69,0,7.69,0,0,0,30.77,30.77,0,0,0,0,0,0,0,0,0,0,154,11424.5,98.25,0.02,11510,0.49,0.05,y
4,92.84,50,1,25.77,4,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,138337,95.77,0.02,142460,0.49,0.13,y
33,39.45,38.08,85.21,80.64,16.5,15.15,81.82,45.45,6.06,6.06,3.03,3.03,0,0,0,0,6.06,6.06,12.12,6.06,9.09,3.03,18.18,3.03,0,0,3.03,3.03,3.03,3.03,0,0,0,0,6.06,0,0,0,0,6.06,0,0,0,0,0,6.06,3.03,3.03,0,0,0,0,0,0,0,6.06,6.06,3.03,0,0,0,15.15,3.03,0,18.18,0,3.03,15.15,3.03,6.06,3.03,3.03,0,0,0,0,0,0,0,0,24.24,0,3.03,0,0,0,6.06,0,0,3.03,0,12.12,535,133010,93.46,0.02,139855,0.49,0.15,n
274,51.22,47.08,67.49,67.17,6.85,16.06,84.67,42.34,14.96,12.41,8.39,0,2.92,1.09,0,2.55,4.38,8.03,8.76,5.11,2.19,1.46,17.88,6.57,2.55,0.73,2.19,2.55,8.76,5.47,3.28,0.36,1.82,0.73,9.49,2.19,0.36,2.19,1.46,8.39,1.46,0.73,0.36,1.82,2.55,1.46,2.19,1.46,0,0.73,4.01,1.09,1.46,0.36,0.73,6.57,2.92,1.09,1.46,2.19,0,3.28,10.58,2.55,13.87,2.92,3.65,7.3,1.09,1.46,0.73,0.73,0,0,7.3,1.82,5.47,0.73,0.36,0,41.97,8.03,1.82,0,0,1.46,15.33,0,2.19,1.46,4.74,6.93,285,39451.6,98.17,0.02,39856,0.5,0.04,y
3128,61.36,52.56,51.52,44.5,9.34,17.62,84.11,46.36,11.83,6.87,3.8,0.38,1.41,1.02,0.26,4.96,5.91,11.41,8.98,5.95,5.4,1.63,18.48,4.83,2.01,1.53,1.5,2.24,6.84,3.9,2.88,0.42,1.05,0.58,7.26,0.26,0.22,0.48,1.25,10.52,1.76,1.41,1.31,2.62,1.76,2.43,3.84,1.63,1.44,0.51,3.04,1.15,0.58,0.16,1.09,6.91,1.34,1.34,2.43,1.95,0.42,4.73,11.8,2.11,15.57,2.46,6.23,7.16,2.21,2.05,0.64,0.54,0.29,0.22,3.16,0.54,1.31,0.7,0.9,0.1,29.32,11.67,3.39,0.26,0.1,1.37,2.17,0.83,1.79,2.78,0.22,4.73,356,59578.9,94.82,0.03,61533,0.49,0.17,n
140,80.28,47.14,74.76,25.77,12.73,18.57,80,37.86,8.57,5.71,5,0,0,0,0.71,2.86,6.43,10,7.14,5,3.57,0.71,19.29,5,2.86,0.71,1.43,0.71,8.57,4.29,4.29,0,0,2.86,5,0.71,0.71,0.71,0,8.57,5,0.71,0.71,1.43,1.43,0,4.29,1.43,0.71,0.71,7.14,1.43,0,0,5.71,5.71,2.14,2.86,1.43,2.14,0.71,4.29,10,5,15.71,0.71,5.71,10.71,2.14,2.14,0,0.71,0,0.71,1.43,0,0.71,0,0.71,0,15,5.71,0,0.71,0,0.71,0.71,0,1.43,2.86,0,2.86,222,17150.1,70.55,0.09,22359,0.46,0.34,n
258,38.97,59.18,39.35,62.52,86,7.36,76.36,39.15,16.67,13.18,6.98,4.26,1.16,0.39,0.39,3.49,3.88,5.81,8.53,4.65,2.71,1.55,19.38,3.88,0,0.78,3.1,1.55,11.24,6.59,4.65,0,1.94,0.39,8.53,0,0.39,0,0.78,9.3,0.78,1.55,2.71,1.94,1.94,1.94,3.1,0,0.78,0.78,5.04,0.39,1.94,0.39,1.55,11.24,5.43,1.55,1.16,3.88,0.78,3.49,15.12,0.78,12.79,1.16,5.04,6.98,2.71,0,0.39,0,0,0,12.4,1.16,10.08,0.78,0.39,0,13.57,0.39,3.49,2.71,0,1.16,1.16,0.78,0,2.71,1.16,0,145,9755.34,94.75,0.04,10042,0.49,0.14,n
1010,74.94,50.79,53.89,65.17,12.78,22.08,77.52,46.93,11.29,7.72,4.46,1.09,1.09,0.59,0.5,3.56,5.45,14.46,8.71,5.25,3.76,1.98,16.34,4.26,0.99,1.49,2.57,1.78,5.05,3.56,1.49,0.1,0.5,0.4,6.93,0.2,0.1,0.3,0.79,9.31,1.58,1.29,1.98,2.18,1.19,2.18,3.17,1.49,0.99,0.79,0.69,0.1,0.2,0.1,0.2,6.63,2.08,1.29,1.68,2.18,0.4,2.48,12.38,2.57,15.94,2.77,6.44,7.03,2.18,2.18,0,1.19,0.4,0.5,1.68,0.3,0.59,0.59,0,0,28.32,7.23,3.76,0.3,0,0.89,1.49,0.59,1.58,2.48,0.2,9.8,739,267574,98.39,0.01,270029,0.5,0.07,n
887,82.46,50,73.07,94.55,9.86,17.14,86.02,43.86,8.91,5.41,3.49,0.34,0.56,0.68,0.34,3.49,5.52,13.98,6.88,4.85,5.19,1.13,17.14,6.65,3.04,1.13,2.37,3.04,8.79,6.65,2.14,0.11,0.9,0.23,7.1,0.23,0.45,0.11,1.13,10.82,1.92,1.24,1.92,2.93,1.24,2.82,2.71,1.01,0.45,1.24,2.25,1.01,0.23,0,0.68,7.33,2.25,1.92,1.8,2.48,0.56,4.96,9.13,2.59,19.05,2.82,6.65,10.03,3.38,2.14,0.45,1.13,0.11,0.23,4.28,0.56,2.59,0.45,0.9,0.11,44.87,16.01,2.48,0.56,0,0.34,14.88,2.03,1.13,1.92,1.13,4.4,145,10258,99.63,0.02,10272,0.5,0.01,y
1643,64.24,48.05,66.85,53.21,8.88,16.07,84.84,48.08,10.77,5.84,2.86,0.73,0.97,0.79,0.49,4.93,6.33,11.99,8.28,7.18,4.87,2.62,17.89,5.3,1.89,1.7,2.43,2.5,7.24,4.32,2.86,0.12,0.91,0.37,7.24,0.79,0.37,1.1,0.67,11.93,2.5,1.7,1.1,2.98,1.34,3.41,2.19,0.85,0.73,0.43,2.13,0.61,0.61,0.12,0.67,6.88,1.58,1.16,2.92,1.34,0.43,4.75,11.38,1.7,16.74,2.37,8.03,7.06,2.01,1.64,0.3,0.67,0.61,0.3,3.41,0.55,1.95,0.55,0.67,0.06,30.31,9.98,4.26,0.49,0.3,1.4,3.41,1.16,1.58,3.41,0.85,3.47,633,196606,98.6,0.01,198186,0.5,0.07,n
873,73.01,52.29,53.57,51.49,18.57,16.04,84.54,50.06,12.71,9.28,4.93,0.8,2.06,0.11,1.37,3.44,7.67,12.71,7.67,3.89,5.61,2.41,14.89,4.24,1.95,0.92,1.83,1.37,6.99,4.12,2.75,0.57,0.69,0.69,8.93,0.11,0.46,0.23,0.34,11.11,2.86,0.92,2.18,2.52,1.15,3.44,4.12,1.49,1.03,1.03,4.35,1.26,1.03,0.11,1.83,5.15,2.06,0.46,1.72,1.03,0.46,1.37,11.91,0.8,12.6,1.49,5.96,5.15,1.37,2.29,0.57,0.23,0.69,0.46,1.26,0.46,0.34,0.34,0,0.11,19.01,7.56,2.18,0.34,0,0.8,0.34,0.69,2.63,1.37,0.46,2.63,332,51211.9,93.77,0.03,53309,0.49,0.16,n
2217,70.21,53.07,39.45,59.96,10.56,18.49,80.92,45.69,11.32,7.67,4.01,0.36,1.67,1.22,0.41,3.65,5.82,12.67,9.16,4.42,4.96,1.71,16.19,5.59,2.84,1.35,2.17,2.12,7.22,4.47,2.66,0.18,0.95,0.41,7.62,0.27,0.54,0.77,1.08,10.1,1.49,1.53,1.13,2.75,1.67,2.71,3.61,0.86,1.17,0.9,4.56,1.04,0.86,0.5,1.71,5.68,1.71,1.49,1.49,1.4,0.36,2.17,12.27,1.44,13.53,2.35,6.77,4.51,1.94,2.07,0.45,0.36,0.27,0.36,2.93,0.45,1.94,0.36,0.45,0,28.24,10.87,5.59,0.54,0.23,0.86,1.08,1.04,0.36,2.48,0.54,4.65,50,1146.83,97.52,0.06,1150,0.49,0.08,y
206,72.48,65.12,58.76,43.46,22.89,16.5,86.89,48.54,13.11,8.74,3.4,0.49,0.49,3.4,0.97,4.37,8.25,12.14,6.31,6.8,3.88,2.43,14.56,3.88,2.43,1.46,3.4,2.91,3.4,1.94,0.97,0,0.49,0.49,10.68,0.97,0.97,1.46,2.43,9.71,2.43,0.49,0.97,3.88,0.97,1.94,2.91,1.94,0,0.97,2.91,1.46,0.49,0,0.97,4.85,2.91,0.97,0.49,0.49,0,1.94,10.19,0.97,18.93,3.4,7.77,8.74,2.91,1.46,1.46,0.49,0.97,0,3.4,0,1.46,0.49,1.46,0,23.79,6.31,3.4,0,0,1.46,2.43,3.88,0,2.91,0,3.4,628,193156,98.42,0.01,194779,0.5,0.05,n
620,80.96,45.5,54.08,65.5,5.54,15.81,75.65,37.42,8.23,5,4.03,0,0.32,0.16,0.48,3.23,4.52,10.97,6.29,5.32,2.58,1.29,15.81,3.71,1.77,1.77,2.26,2.9,5.48,3.71,1.61,0.32,0.81,0.16,5.81,0.16,0.32,0.32,0.16,8.87,2.26,1.13,1.29,3.06,0.81,1.61,2.58,1.45,0.48,0.65,2.1,1.13,0.48,0,0.65,7.42,1.61,2.1,1.77,2.1,0.48,1.77,11.94,3.55,15.16,1.94,5.48,7.9,4.35,0.97,0.97,0.97,0.97,0.16,4.35,0.32,3.55,0,0.32,0.16,56.94,39.19,1.45,0.48,0,1.77,4.52,1.13,1.61,0.48,1.29,5,89,3755.17,98.1,0.03,3804,0.5,0.02,n
85,14.53,24,51.18,86.75,6.07,9.41,72.94,43.53,17.65,15.29,9.41,1.18,4.71,0,0,2.35,3.53,5.88,11.76,5.88,7.06,2.35,20,3.53,0,0,3.53,1.18,8.24,5.88,2.35,0,0,2.35,2.35,0,0,0,0,8.24,1.18,1.18,0,0,2.35,3.53,5.88,3.53,1.18,1.18,5.88,2.35,1.18,0,1.18,5.88,3.53,0,0,2.35,0,1.18,12.94,5.88,7.06,1.18,4.71,1.18,0,2.35,0,0,0,0,10.59,0,10.59,2.35,2.35,0,156.47,42.35,1.18,0,0,1.18,101.18,1.18,0,5.88,0,3.53,1225,743530,99.34,0,746216,0.5,0.02,n
417,97.36,64.95,44.33,97.62,13.9,24.94,79.86,43.65,3.12,2.16,0.72,0.24,0.72,0.48,0,0.96,8.39,17.03,8.39,1.92,5.28,0,12.95,6.24,1.44,0.24,3.12,1.68,7.19,6.24,0.96,0,0.72,0,3.84,0.96,0,0,0.48,4.8,0.96,0.96,1.2,0.96,0.72,0.24,1.2,0.72,0,0,0.96,0.24,0,0,0.48,8.39,1.92,1.2,2.88,2.88,0,1.44,10.07,2.64,19.9,1.2,10.07,8.87,2.64,3.36,1.44,1.2,0.24,0.24,0.72,0,0,0.48,0.24,0,19.18,7.19,8.39,0.48,0,0,0.24,0.48,0,0.48,0.48,1.44,731,264627,99.45,0.01,265324,0.5,0.02,n
1448,80.84,74.64,23.74,80.76,8.52,18.58,78.52,45.17,9.67,6.08,1.59,0.07,1.59,2.56,0.28,3.59,6.49,13.6,9.19,5.18,3.66,0.69,17.06,4.56,1.66,1.1,3.11,1.59,6.08,4.56,1.52,0.14,0.62,0.35,9.19,0.35,0.62,2.49,0.55,7.73,1.66,0.9,1.04,2.56,0.97,1.52,3.18,1.45,1.04,0.48,2.62,1.17,0.69,0.21,0.28,7.25,2.49,1.59,1.66,2.14,0.55,2.76,12.29,1.45,15.54,2.07,7.67,6.22,1.52,2.35,0.76,0.21,0.41,0.35,1.45,0.41,0.35,0.35,0.41,0,38.95,8.77,3.18,0.83,0.07,2.14,7.11,0.97,1.59,2.49,1.66,10.15,899,396675,98.49,0.01,400536,0.5,0.03,y
1529,67.38,64.06,25.96,46.24,12.04,19.36,68.74,40.42,11.05,6.41,2.16,0.65,2.81,0.26,0.52,4.64,5.56,8.83,8.04,2.42,4.71,2.35,13.73,4.45,2.16,1.7,1.5,1.5,6.74,3.79,2.68,0.33,0.72,0.65,7.59,0.2,0,0.07,0.78,12.69,3.4,2.16,1.37,2.03,1.96,2.94,1.96,1.18,0.13,0.59,1.18,0.26,0.59,0,0.26,4.71,1.18,1.7,1.7,0.78,0.72,1.64,10.4,1.44,10.27,1.77,4.12,4.32,1.77,0.72,0,0.2,0.52,0.33,0.92,0,0.78,0.13,0,0,34.01,14,6.02,0.33,0.33,0.46,3.2,3.27,0.78,1.7,0.39,3.53,376,68180.7,97.23,0.02,69300,0.49,0.08,n
1506,83.43,47.61,71.65,24.71,6.49,15.07,82.93,43.82,10.09,6.84,4.32,0.07,1.13,0.46,0.86,3.25,5.84,13.94,6.84,4.32,4.38,1.06,15.21,5.84,1.99,1,2.52,1.66,7.97,3.92,3.98,0.27,1.13,0.8,5.84,0.27,0.2,0.13,0.73,7.64,2.06,0.66,1.59,2.26,0.46,1.53,1.2,0.73,0.13,0.27,2.52,0.6,1.33,0,0.6,7.97,0.86,2.59,2.72,2.26,0.86,2.12,11.29,2.86,18.59,3.59,7.57,8.03,4.25,3.12,0.53,1,0.13,0.46,3.12,0.73,1.39,0.46,0.33,0.07,42.23,12.28,1.2,0,0.27,2.32,21.91,0.8,0.27,0.8,0,2.39,102,4359.8,86.33,0.09,4668,0.46,0.36,y
70,89.6,33.41,52.86,52.57,6.36,14.29,84.29,42.86,7.14,2.86,1.43,0,0,0,1.43,4.29,8.57,14.29,4.29,7.14,7.14,0,10,5.71,1.43,2.86,1.43,0,10,5.71,4.29,0,2.86,0,2.86,0,0,0,0,5.71,0,2.86,0,1.43,0,1.43,1.43,1.43,0,0,4.29,1.43,2.86,0,0,5.71,1.43,0,2.86,1.43,0,4.29,4.29,0,18.57,4.29,10,5.71,2.86,7.14,0,0,0,0,4.29,4.29,0,0,0,0,28.57,4.29,1.43,0,0,1.43,15.71,0,0,0,0,5.71,322,50065.9,97.48,0.02,50696,0.49,0.1,n
411,76.86,40.39,28.09,92.18,9.56,16.3,78.35,45.5,7.06,6.08,2.43,0.73,1.22,0.73,0.97,0.97,8.52,10.71,10.46,3.65,4.62,3.65,18.98,3.41,0.73,1.22,2.92,1.7,7.54,5.84,1.7,0,0.73,0.49,5.6,0.24,0.24,0.24,0.24,10.95,1.7,2.19,1.95,3.16,0.49,3.89,1.95,0.97,0.49,0.49,1.46,0.73,0.73,0,0,7.3,1.7,2.43,2.19,2.68,0,3.89,12.41,1.22,12.17,2.92,3.65,5.11,3.16,1.22,0.49,0.97,0.73,0.73,0.49,0,0,0.24,0.24,0,25.3,12.17,2.19,0.24,0,0.73,6.08,0,0.49,1.7,0,1.7,385,62433.4,84.9,0.02,72697,0.49,0.04,n
279,45.11,94.64,75.24,66.47,21.46,12.19,89.96,54.48,17.92,13.26,1.43,0,5.73,0.36,5.73,4.66,5.73,13.26,6.81,9.32,6.09,1.08,16.49,5.38,3.23,1.79,3.58,3.58,5.73,3.94,1.79,0,0.72,1.08,15.41,0,0.36,0,0.36,12.19,3.23,0.36,0.36,4.66,1.43,2.15,2.87,2.15,0.36,0.36,0,0,0,0,0,6.45,1.43,2.51,1.43,1.79,0.72,4.66,11.11,1.08,19,0.36,7.17,11.83,1.08,1.43,0,0.36,0,0,1.79,0.36,0.36,0.72,0.36,0,11.47,3.23,3.23,0,0,0,2.15,0,0,2.87,0,0,644,203058,98.38,0.01,204908,0.5,0.05,n
584,63.27,58.13,48.13,94.23,14.24,16.61,88.87,51.03,13.18,7.02,2.57,0,0.86,2.91,0.68,6.16,5.48,14.21,11.3,3.6,6.16,1.2,20.03,4.79,1.54,0.68,2.4,3.08,8.39,6.34,1.88,0,0.68,0.51,7.53,0,0.17,0,3.08,10.45,1.54,1.37,2.57,3.08,1.71,2.23,1.54,0.51,0.51,0.51,2.74,1.37,0.51,0.17,0.51,6.16,1.37,1.71,2.23,1.03,0.51,3.25,13.36,2.4,19.86,2.23,7.19,10.96,2.23,1.71,1.54,0.34,0,0,3.25,0.34,1.2,1.03,0.51,0.17,21.58,10.96,1.71,1.2,0.17,0.34,1.54,0.34,0,2.4,0,2.91,457,100045,96.44,0.02,102101,0.49,0.16,n
2292,31,82.26,49.62,99,10.51,11.87,91.14,55.63,21.2,15.71,6.81,2.05,5.28,1.35,0.22,5.5,3.88,12.26,10.25,5.28,4.76,2.09,18.46,4.1,1.4,2.4,1.4,1.79,9.51,7.81,1.7,0.31,0.31,0.35,13.22,0.61,0.65,0.39,1.75,10.78,2.53,1.88,0.92,1.57,2.53,2.18,2.79,1.27,0.26,0.96,3.84,1.48,1.09,0.13,0.7,10.51,3.27,1.61,4.54,1.53,0.48,1.75,13.96,2.27,11.69,2.01,5.37,4.32,0.92,0.39,0.09,0.22,3.8,0.17,2.62,0.22,1.27,0.17,0.83,0.04,25.65,12.17,4.23,0.35,0.17,1.27,1.09,0.96,1.61,2.53,0.26,1,254,30611.8,96.03,0.02,31359,0.49,0.09,n
3557,54.49,44.42,70.36,37.72,15.67,14.42,86.17,52.57,15.29,9.95,6.44,0.62,1.57,1.07,0.25,5.31,5.99,12.54,8.8,5.57,5.99,1.8,18.25,4.44,1.88,1.43,1.46,1.52,5.68,3.18,2.5,0.17,0.65,0.59,7.98,0.48,0.53,0.56,1.24,10.26,2.16,1.49,1.63,2.81,0.93,2.81,2.92,1.46,0.56,0.82,2.5,0.73,0.7,0.03,0.96,7.2,2.02,1.52,2.05,1.46,0.82,3.06,12.93,2.53,15.49,3.01,6.07,6.69,1.71,2.16,1.01,0.34,0.45,0.2,1.21,0.53,0.17,0.14,0.31,0,25.81,15.01,3.12,0.11,0.03,1.01,3.12,0.11,0.51,0.25,0.28,2.25,307,42793.6,91.7,0.04,45225,0.48,0.23,y
722,90.57,48.89,37.65,97.98,15.04,22.85,80.06,40.44,7.76,3.32,2.35,0.14,0.42,0.28,0.14,4.43,6.65,13.71,6.23,3.32,3.46,1.66,13.99,5.68,1.25,0.55,2.91,1.25,10.11,7.76,2.35,0.42,0.14,0.55,5.82,0.42,0.42,0.14,0.55,9,1.25,1.8,0.97,2.22,1.66,2.63,4.71,2.77,0.55,0.97,6.23,0.28,1.8,0.42,3.05,6.65,2.08,1.66,1.66,1.25,0.28,2.91,8.45,2.08,14.13,1.66,7.34,5.82,1.25,2.22,0.55,0,0.55,0.14,3.19,0,2.77,0.28,0.14,0,25.21,5.12,3.19,1.11,0.14,0.28,2.77,2.35,2.22,1.52,0.83,5.68,294,40662.7,95.06,0.03,41888,0.49,0.14,n
2684,88.45,64.4,53.57,63.92,17.21,18.22,81.56,46.24,9.35,5.77,2.35,1.49,1.23,0.3,0.41,3.58,8.46,13.41,6.78,4.02,4.36,1.08,13.11,4.88,1.75,1.12,1.49,1.9,7.45,4.73,2.72,0.37,0.75,0.41,6.63,0.22,0.04,0.04,0.75,8.23,1.19,1.01,1.08,2.61,1.79,2.12,2.53,1.01,0.41,0.89,4.17,1.45,1.3,0,1.42,8.08,2.24,1.71,2.31,1.97,0.45,1.56,10.06,1.68,17.25,3.02,7.49,7.45,1.42,1.79,0.75,0.3,0.48,0.37,1.27,0.11,0.67,0.22,0.26,0,14.64,4.62,2.76,0.6,0.11,0.19,1.75,1.01,0.26,0.63,0,2.72,289,39253.6,94.98,0.03,40499,0.49,0.13,n
1194,76.32,51.34,67.87,15.22,10.85,15.08,88.78,49.58,12.98,9.21,6.2,0.5,1.84,0.08,0.59,3.77,7.62,13.15,7.04,4.52,5.28,1.42,17,3.6,0.92,1.17,1.59,1.42,8.79,4.02,4.77,0.34,1.26,0.75,8.29,0.17,0.59,0.34,1.01,9.13,1.42,1.01,1.93,2.01,1.93,2.01,3.69,1.59,1.34,0.75,3.02,1.17,0.75,0.25,0.75,6.37,2.01,0.75,1.59,2.35,0.25,4.1,10.39,2.51,16.16,2.18,5.78,8.21,2.68,2.35,0.92,0.59,0.25,0.25,3.27,0.67,0.92,0.5,1.01,0,35.01,22.19,1.26,0,0,1.01,7.87,0.08,0,0.84,0,1.76,369,65119.5,96.43,0.02,66518,0.49,0.09,n
157,62.81,50,98.66,62.02,7.48,15.92,80.89,44.59,13.38,5.73,3.82,0.64,1.27,0,0,7.64,3.82,12.74,7.01,5.73,3.82,2.55,18.47,4.46,1.27,3.18,4.46,1.27,4.46,3.18,1.27,0,0.64,0,7.01,0,0,0,0,15.92,5.73,3.82,1.27,1.91,3.18,1.91,1.91,0,1.27,0.64,1.27,0.64,0,0,0.64,5.73,1.27,3.18,0.64,0.64,0.64,4.46,10.83,3.18,24.2,3.82,9.55,10.83,3.18,3.18,0,0,0.64,0,2.55,0.64,0.64,0.64,0,0.64,31.85,13.38,2.55,1.91,0,3.82,2.55,0,1.27,1.91,1.27,3.18,1264,780799,97.97,0.01,792237,0.5,0.06,n
888,97.99,53.6,70.39,96.16,10.57,22.3,81.87,41.55,4.05,1.8,1.13,0,0.11,0.34,0.23,2.25,7.55,18.02,4.28,3.04,5.74,0.23,12.39,5.97,1.91,0.23,1.13,1.35,5.74,5.29,0.45,0.11,0.11,0,3.15,0.56,0,0.56,0.23,4.17,0.56,0.68,0.68,0.79,0.79,1.01,4.28,1.58,1.24,0.79,5.18,0.56,0.9,0,3.72,5.52,1.35,1.69,1.01,1.13,0.45,2.7,5.29,3.6,22.52,5.18,8.78,9.68,2.93,5.63,1.13,0.34,0.34,0.11,3.27,0,2.7,0,0.56,0,23.2,8.56,4.62,0.23,0,0.11,3.6,1.69,0.68,0.68,0.45,2.59,57,1509.5,98.02,0.05,1522,0.49,0.03,y
313,70.95,80.57,76.02,92.31,6.39,13.42,92.01,51.12,9.58,6.39,1.92,0.32,2.56,1.6,0,3.19,5.75,14.7,13.42,5.11,3.51,1.6,24.28,7.03,2.24,0,2.56,0.64,8.63,6.39,2.24,0,0.64,0,11.5,0.32,1.28,1.28,0.64,8.31,3.19,0.96,0.64,0.96,0.32,2.24,3.19,0.96,0.32,1.92,5.11,1.28,2.56,0,0,11.82,3.83,2.88,2.88,3.51,0,4.15,16.61,1.28,20.13,1.6,6.39,12.46,1.28,1.6,0.64,0.32,1.28,0.64,0.96,0,0.96,0,0,0,44.41,38.66,0.32,0.32,0,0,4.47,0,0,0.64,0,0,290,40289.5,96.81,0.02,41037,0.49,0.08,n
